0,0,Header,1,2,480,
1,0,Start_track,,,,
1,0,Time_signature,4,2,24,8
1,0,Title_t,"""from model""",,,
1,0,End_track,,,,
2,0,Start_track,,,,
2,0,Note_on_c,9,36,127,
2,0,Note_on_c,9,37,127,
2,0,Note_on_c,9,38,127,
2,0,Note_on_c,9,39,127,
2,0,Note_on_c,9,41,127,
2,0,Note_on_c,9,42,127,
2,0,Note_on_c,9,43,127,
2,0,Note_on_c,9,45,127,
2,0,Note_on_c,9,48,127,
2,0,Note_on_c,9,51,127,
2,0,Note_on_c,9,53,127,
2,0,Note_on_c,9,80,127,
2,0,Note_on_c,9,81,127,
2,0,Note_on_c,9,82,127,
2,30,Note_on_c,9,36,127,
2,30,Note_on_c,9,37,127,
2,30,Note_on_c,9,38,127,
2,30,Note_on_c,9,39,127,
2,30,Note_on_c,9,41,127,
2,30,Note_on_c,9,42,127,
2,30,Note_on_c,9,43,127,
2,30,Note_on_c,9,45,127,
2,30,Note_on_c,9,48,127,
2,30,Note_on_c,9,51,127,
2,30,Note_on_c,9,53,127,
2,30,Note_on_c,9,80,127,
2,30,Note_on_c,9,81,127,
2,30,Note_on_c,9,82,127,
2,60,Note_on_c,9,36,127,
2,60,Note_on_c,9,37,127,
2,60,Note_on_c,9,38,127,
2,60,Note_on_c,9,39,127,
2,60,Note_on_c,9,41,127,
2,60,Note_on_c,9,42,127,
2,60,Note_on_c,9,43,127,
2,60,Note_on_c,9,45,127,
2,60,Note_on_c,9,48,127,
2,60,Note_on_c,9,51,127,
2,60,Note_on_c,9,53,127,
2,60,Note_on_c,9,80,127,
2,60,Note_on_c,9,81,127,
2,60,Note_on_c,9,82,127,
2,90,Note_on_c,9,36,127,
2,90,Note_on_c,9,37,127,
2,90,Note_on_c,9,38,127,
2,90,Note_on_c,9,39,127,
2,90,Note_on_c,9,41,127,
2,90,Note_on_c,9,42,127,
2,90,Note_on_c,9,43,127,
2,90,Note_on_c,9,45,127,
2,90,Note_on_c,9,48,127,
2,90,Note_on_c,9,51,127,
2,90,Note_on_c,9,53,127,
2,90,Note_on_c,9,80,127,
2,90,Note_on_c,9,81,127,
2,90,Note_on_c,9,82,127,
2,120,Note_on_c,9,36,127,
2,120,Note_on_c,9,37,127,
2,120,Note_on_c,9,38,127,
2,120,Note_on_c,9,39,127,
2,120,Note_on_c,9,41,127,
2,120,Note_on_c,9,42,127,
2,120,Note_on_c,9,43,127,
2,120,Note_on_c,9,45,127,
2,120,Note_on_c,9,48,127,
2,120,Note_on_c,9,51,127,
2,120,Note_on_c,9,53,127,
2,120,Note_on_c,9,80,127,
2,120,Note_on_c,9,81,127,
2,120,Note_on_c,9,82,127,
2,150,Note_on_c,9,36,127,
2,150,Note_on_c,9,37,127,
2,150,Note_on_c,9,38,127,
2,150,Note_on_c,9,39,127,
2,150,Note_on_c,9,41,127,
2,150,Note_on_c,9,42,127,
2,150,Note_on_c,9,43,127,
2,150,Note_on_c,9,45,127,
2,150,Note_on_c,9,48,127,
2,150,Note_on_c,9,51,127,
2,150,Note_on_c,9,53,127,
2,150,Note_on_c,9,80,127,
2,150,Note_on_c,9,81,127,
2,150,Note_on_c,9,82,127,
2,180,Note_on_c,9,36,127,
2,180,Note_on_c,9,37,127,
2,180,Note_on_c,9,38,127,
2,180,Note_on_c,9,39,127,
2,180,Note_on_c,9,41,127,
2,180,Note_on_c,9,42,127,
2,180,Note_on_c,9,43,127,
2,180,Note_on_c,9,45,127,
2,180,Note_on_c,9,48,127,
2,180,Note_on_c,9,51,127,
2,180,Note_on_c,9,53,127,
2,180,Note_on_c,9,80,127,
2,180,Note_on_c,9,81,127,
2,180,Note_on_c,9,82,127,
2,210,Note_on_c,9,36,127,
2,210,Note_on_c,9,37,127,
2,210,Note_on_c,9,38,127,
2,210,Note_on_c,9,39,127,
2,210,Note_on_c,9,41,127,
2,210,Note_on_c,9,42,127,
2,210,Note_on_c,9,43,127,
2,210,Note_on_c,9,45,127,
2,210,Note_on_c,9,48,127,
2,210,Note_on_c,9,51,127,
2,210,Note_on_c,9,53,127,
2,210,Note_on_c,9,80,127,
2,210,Note_on_c,9,81,127,
2,210,Note_on_c,9,82,127,
2,240,Note_on_c,9,36,127,
2,240,Note_on_c,9,37,127,
2,240,Note_on_c,9,38,127,
2,240,Note_on_c,9,39,127,
2,240,Note_on_c,9,41,127,
2,240,Note_on_c,9,42,127,
2,240,Note_on_c,9,43,127,
2,240,Note_on_c,9,45,127,
2,240,Note_on_c,9,48,127,
2,240,Note_on_c,9,51,127,
2,240,Note_on_c,9,53,127,
2,240,Note_on_c,9,80,127,
2,240,Note_on_c,9,81,127,
2,240,Note_on_c,9,82,127,
2,270,Note_on_c,9,36,127,
2,270,Note_on_c,9,37,127,
2,270,Note_on_c,9,38,127,
2,270,Note_on_c,9,39,127,
2,270,Note_on_c,9,41,127,
2,270,Note_on_c,9,42,127,
2,270,Note_on_c,9,43,127,
2,270,Note_on_c,9,45,127,
2,270,Note_on_c,9,48,127,
2,270,Note_on_c,9,51,127,
2,270,Note_on_c,9,53,127,
2,270,Note_on_c,9,80,127,
2,270,Note_on_c,9,81,127,
2,270,Note_on_c,9,82,127,
2,300,Note_on_c,9,36,127,
2,300,Note_on_c,9,37,127,
2,300,Note_on_c,9,38,127,
2,300,Note_on_c,9,39,127,
2,300,Note_on_c,9,41,127,
2,300,Note_on_c,9,42,127,
2,300,Note_on_c,9,43,127,
2,300,Note_on_c,9,45,127,
2,300,Note_on_c,9,48,127,
2,300,Note_on_c,9,51,127,
2,300,Note_on_c,9,53,127,
2,300,Note_on_c,9,80,127,
2,300,Note_on_c,9,81,127,
2,300,Note_on_c,9,82,127,
2,330,Note_on_c,9,36,127,
2,330,Note_on_c,9,37,127,
2,330,Note_on_c,9,38,127,
2,330,Note_on_c,9,39,127,
2,330,Note_on_c,9,41,127,
2,330,Note_on_c,9,42,127,
