0,0,Header,1,2,480,,
1,0,Start_track,,,,,
1,0,Time_signature,4,2,24,8,
1,0,Title_t,"""from model""",,,,
1,0,End_track,,,,,
2,0,Start_track,,,,,
2,0,,9,36,127,,Note_on_c
2,0,,9,37,127,,Note_on_c
2,0,,9,38,127,,Note_on_c
2,0,,9,39,127,,Note_on_c
2,0,,9,41,127,,Note_on_c
2,0,,9,42,127,,Note_on_c
2,0,,9,43,127,,Note_on_c
2,0,,9,45,127,,Note_on_c
2,0,,9,48,127,,Note_on_c
2,0,,9,51,127,,Note_on_c
2,0,,9,53,127,,Note_on_c
2,0,,9,80,127,,Note_on_c
2,0,,9,81,127,,Note_on_c
2,0,,9,82,127,,Note_on_c
2,2,,9,36,127,,Note_on_c
2,2,,9,37,127,,Note_on_c
2,2,,9,38,127,,Note_on_c
2,2,,9,39,127,,Note_on_c
2,2,,9,41,127,,Note_on_c
2,2,,9,42,127,,Note_on_c
2,2,,9,43,127,,Note_on_c
2,2,,9,45,127,,Note_on_c
2,2,,9,48,127,,Note_on_c
2,2,,9,51,127,,Note_on_c
2,2,,9,53,127,,Note_on_c
2,2,,9,80,127,,Note_on_c
2,2,,9,81,127,,Note_on_c
2,2,,9,82,127,,Note_on_c
2,4,,9,36,127,,Note_on_c
2,4,,9,37,127,,Note_on_c
2,4,,9,38,127,,Note_on_c
2,4,,9,39,127,,Note_on_c
2,4,,9,41,127,,Note_on_c
2,4,,9,42,127,,Note_on_c
2,4,,9,43,127,,Note_on_c
2,4,,9,45,127,,Note_on_c
2,4,,9,48,127,,Note_on_c
2,4,,9,51,127,,Note_on_c
2,4,,9,53,127,,Note_on_c
2,4,,9,80,127,,Note_on_c
2,4,,9,81,127,,Note_on_c
2,4,,9,82,127,,Note_on_c
2,6,,9,36,127,,Note_on_c
2,6,,9,37,127,,Note_on_c
2,6,,9,38,127,,Note_on_c
2,6,,9,39,127,,Note_on_c
2,6,,9,41,127,,Note_on_c
2,6,,9,42,127,,Note_on_c
2,6,,9,43,127,,Note_on_c
2,6,,9,45,127,,Note_on_c
2,6,,9,48,127,,Note_on_c
2,6,,9,51,127,,Note_on_c
2,6,,9,53,127,,Note_on_c
2,6,,9,80,127,,Note_on_c
2,6,,9,81,127,,Note_on_c
2,6,,9,82,127,,Note_on_c
2,8,,9,36,127,,Note_on_c
2,8,,9,37,127,,Note_on_c
2,8,,9,38,127,,Note_on_c
2,8,,9,39,127,,Note_on_c
2,8,,9,41,127,,Note_on_c
2,8,,9,42,127,,Note_on_c
2,8,,9,43,127,,Note_on_c
2,8,,9,45,127,,Note_on_c
2,8,,9,48,127,,Note_on_c
2,8,,9,51,127,,Note_on_c
2,8,,9,53,127,,Note_on_c
2,8,,9,80,127,,Note_on_c
2,8,,9,81,127,,Note_on_c
2,8,,9,82,127,,Note_on_c
2,10,,9,36,127,,Note_on_c
2,10,,9,37,127,,Note_on_c
2,10,,9,38,127,,Note_on_c
2,10,,9,39,127,,Note_on_c
2,10,,9,41,127,,Note_on_c
2,10,,9,42,127,,Note_on_c
2,10,,9,43,127,,Note_on_c
2,10,,9,45,127,,Note_on_c
2,10,,9,48,127,,Note_on_c
2,10,,9,51,127,,Note_on_c
2,10,,9,53,127,,Note_on_c
2,10,,9,80,127,,Note_on_c
2,10,,9,81,127,,Note_on_c
2,10,,9,82,127,,Note_on_c
2,12,,9,36,127,,Note_on_c
2,12,,9,37,127,,Note_on_c
2,12,,9,38,127,,Note_on_c
2,12,,9,39,127,,Note_on_c
2,12,,9,41,127,,Note_on_c
2,12,,9,42,127,,Note_on_c
2,12,,9,43,127,,Note_on_c
2,12,,9,45,127,,Note_on_c
2,12,,9,48,127,,Note_on_c
2,12,,9,51,127,,Note_on_c
2,12,,9,53,127,,Note_on_c
2,12,,9,80,127,,Note_on_c
2,12,,9,81,127,,Note_on_c
2,12,,9,82,127,,Note_on_c
2,14,,9,36,127,,Note_on_c
2,14,,9,37,127,,Note_on_c
2,14,,9,38,127,,Note_on_c
2,14,,9,39,127,,Note_on_c
2,14,,9,41,127,,Note_on_c
2,14,,9,42,127,,Note_on_c
2,14,,9,43,127,,Note_on_c
2,14,,9,45,127,,Note_on_c
2,14,,9,48,127,,Note_on_c
2,14,,9,51,127,,Note_on_c
2,14,,9,53,127,,Note_on_c
2,14,,9,80,127,,Note_on_c
2,14,,9,81,127,,Note_on_c
2,14,,9,82,127,,Note_on_c
2,16,,9,36,127,,Note_on_c
2,16,,9,37,127,,Note_on_c
2,16,,9,38,127,,Note_on_c
2,16,,9,39,127,,Note_on_c
2,16,,9,41,127,,Note_on_c
2,16,,9,42,127,,Note_on_c
2,16,,9,43,127,,Note_on_c
2,16,,9,45,127,,Note_on_c
2,16,,9,48,127,,Note_on_c
2,16,,9,51,127,,Note_on_c
2,16,,9,53,127,,Note_on_c
2,16,,9,80,127,,Note_on_c
2,16,,9,81,127,,Note_on_c
2,16,,9,82,127,,Note_on_c
2,18,,9,36,127,,Note_on_c
2,18,,9,37,127,,Note_on_c
2,18,,9,38,127,,Note_on_c
2,18,,9,39,127,,Note_on_c
2,18,,9,41,127,,Note_on_c
2,18,,9,42,127,,Note_on_c
2,18,,9,43,127,,Note_on_c
2,18,,9,45,127,,Note_on_c
2,18,,9,48,127,,Note_on_c
2,18,,9,51,127,,Note_on_c
2,18,,9,53,127,,Note_on_c
2,18,,9,80,127,,Note_on_c
2,18,,9,81,127,,Note_on_c
2,18,,9,82,127,,Note_on_c
2,20,,9,36,127,,Note_on_c
2,20,,9,37,127,,Note_on_c
2,20,,9,38,127,,Note_on_c
2,20,,9,39,127,,Note_on_c
2,20,,9,41,127,,Note_on_c
2,20,,9,42,127,,Note_on_c
2,20,,9,43,127,,Note_on_c
2,20,,9,45,127,,Note_on_c
2,20,,9,48,127,,Note_on_c
2,20,,9,51,127,,Note_on_c
2,20,,9,53,127,,Note_on_c
2,20,,9,80,127,,Note_on_c
