0,0,Header,1,2,480,
1,0,Start_track,,,,
1,0,Time_signature,4,2,24,8
1,0,Title_t,"""from model""",,,
1,0,End_track,,,,
2,0,Start_track,,,,
2,0,Note_on_c,9,35,63,
2,0,Note_on_c,9,36,63,
2,0,Note_on_c,9,37,62,
2,0,Note_on_c,9,38,63,
2,0,Note_on_c,9,39,62,
2,0,Note_on_c,9,40,62,
2,0,Note_on_c,9,41,62,
2,0,Note_on_c,9,42,62,
2,0,Note_on_c,9,43,62,
2,0,Note_on_c,9,44,62,
2,0,Note_on_c,9,45,62,
2,0,Note_on_c,9,46,60,
2,0,Note_on_c,9,47,62,
2,0,Note_on_c,9,48,62,
2,0,Note_on_c,9,49,62,
2,0,Note_on_c,9,50,62,
2,0,Note_on_c,9,51,62,
2,0,Note_on_c,9,56,62,
2,0,Note_on_c,9,57,62,
2,0,Note_on_c,9,59,62,
2,0,Note_on_c,9,60,62,
2,0,Note_on_c,9,61,62,
2,0,Note_on_c,9,63,62,
2,0,Note_on_c,9,68,62,
2,0,Note_on_c,9,69,62,
2,0,Note_on_c,9,70,61,
2,0,Note_on_c,9,76,62,
2,0,Note_on_c,9,80,62,
2,0,Note_on_c,9,81,62,
2,0,Note_on_c,9,82,62,
2,0,Note_on_c,9,87,62,
2,0,Note_on_c,9,88,62,
2,0,Note_on_c,9,89,62,
2,0,Note_on_c,9,91,61,
2,0,Note_on_c,9,93,62,
2,20,Note_on_c,9,35,37,
2,20,Note_on_c,9,36,22,
2,20,Note_on_c,9,37,14,
2,20,Note_on_c,9,38,30,
2,20,Note_on_c,9,39,11,
2,20,Note_on_c,9,40,7,
2,20,Note_on_c,9,41,14,
2,20,Note_off_c,9,42,0,
2,20,Note_on_c,9,43,10,
2,20,Note_on_c,9,44,14,
2,20,Note_on_c,9,45,14,
2,20,Note_off_c,9,46,0,
2,20,Note_on_c,9,47,6,
2,20,Note_on_c,9,48,3,
2,20,Note_on_c,9,49,15,
2,20,Note_on_c,9,50,5,
2,20,Note_on_c,9,51,14,
2,20,Note_on_c,9,56,14,
2,20,Note_on_c,9,57,6,
2,20,Note_on_c,9,59,14,
2,20,Note_on_c,9,60,14,
2,20,Note_on_c,9,61,14,
2,20,Note_on_c,9,63,1,
2,20,Note_on_c,9,68,14,
2,20,Note_on_c,9,69,2,
2,20,Note_off_c,9,70,0,
2,20,Note_on_c,9,76,14,
2,20,Note_on_c,9,80,13,
2,20,Note_on_c,9,81,13,
2,20,Note_on_c,9,82,14,
2,20,Note_on_c,9,87,14,
2,20,Note_on_c,9,88,14,
2,20,Note_on_c,9,89,14,
2,20,Note_off_c,9,91,0,
2,20,Note_on_c,9,93,14,
2,40,Note_on_c,9,35,7,
2,40,Note_on_c,9,36,1,
2,40,Note_off_c,9,37,0,
2,40,Note_on_c,9,38,3,
2,40,Note_off_c,9,39,0,
2,40,Note_off_c,9,40,0,
2,40,Note_off_c,9,41,0,
2,40,Note_off_c,9,42,0,
2,40,Note_off_c,9,43,0,
2,40,Note_off_c,9,44,0,
2,40,Note_off_c,9,45,0,
2,40,Note_off_c,9,46,0,
2,40,Note_off_c,9,47,0,
2,40,Note_off_c,9,48,0,
2,40,Note_off_c,9,49,0,
2,40,Note_off_c,9,50,0,
2,40,Note_off_c,9,51,0,
2,40,Note_off_c,9,56,0,
2,40,Note_off_c,9,57,0,
2,40,Note_off_c,9,59,0,
2,40,Note_off_c,9,60,0,
2,40,Note_off_c,9,61,0,
2,40,Note_off_c,9,63,0,
2,40,Note_off_c,9,68,0,
2,40,Note_off_c,9,69,0,
2,40,Note_off_c,9,70,0,
2,40,Note_off_c,9,76,0,
2,40,Note_off_c,9,80,0,
2,40,Note_off_c,9,81,0,
2,40,Note_off_c,9,82,0,
2,40,Note_off_c,9,87,0,
2,40,Note_off_c,9,88,0,
2,40,Note_off_c,9,89,0,
2,40,Note_off_c,9,91,0,
2,40,Note_off_c,9,93,0,
2,60,Note_on_c,9,35,7,
2,60,Note_off_c,9,36,0,
2,60,Note_off_c,9,37,0,
2,60,Note_on_c,9,38,3,
2,60,Note_off_c,9,39,0,
2,60,Note_off_c,9,40,0,
2,60,Note_off_c,9,41,0,
2,60,Note_off_c,9,42,0,
2,60,Note_off_c,9,43,0,
2,60,Note_off_c,9,44,0,
2,60,Note_off_c,9,45,0,
2,60,Note_off_c,9,46,0,
2,60,Note_off_c,9,47,0,
2,60,Note_off_c,9,48,0,
2,60,Note_off_c,9,49,0,
2,60,Note_off_c,9,50,0,
2,60,Note_off_c,9,51,0,
2,60,Note_off_c,9,56,0,
2,60,Note_off_c,9,57,0,
2,60,Note_off_c,9,59,0,
2,60,Note_off_c,9,60,0,
2,60,Note_off_c,9,61,0,
2,60,Note_off_c,9,63,0,
2,60,Note_off_c,9,68,0,
2,60,Note_off_c,9,69,0,
2,60,Note_off_c,9,70,0,
2,60,Note_off_c,9,76,0,
2,60,Note_off_c,9,80,0,
2,60,Note_off_c,9,81,0,
2,60,Note_off_c,9,82,0,
2,60,Note_off_c,9,87,0,
2,60,Note_off_c,9,88,0,
2,60,Note_off_c,9,89,0,
2,60,Note_off_c,9,91,0,
2,60,Note_off_c,9,93,0,
2,80,Note_on_c,9,35,7,
2,80,Note_off_c,9,36,0,
2,80,Note_off_c,9,37,0,
2,80,Note_on_c,9,38,3,
2,80,Note_off_c,9,39,0,
2,80,Note_off_c,9,40,0,
2,80,Note_off_c,9,41,0,
2,80,Note_off_c,9,42,0,
2,80,Note_off_c,9,43,0,
2,80,Note_off_c,9,44,0,
2,80,Note_off_c,9,45,0,
2,80,Note_off_c,9,46,0,
2,80,Note_off_c,9,47,0,
2,80,Note_off_c,9,48,0,
2,80,Note_off_c,9,49,0,
2,80,Note_off_c,9,50,0,
2,80,Note_off_c,9,51,0,
2,80,Note_off_c,9,56,0,
2,80,Note_off_c,9,57,0,
2,80,Note_off_c,9,59,0,
