0,0,Header,1,2,480,
1,0,Start_track,,,,
1,0,Time_signature,4,2,24,8
1,0,Title_t,"""from model""",,,
1,0,End_track,,,,
2,0,Start_track,,,,
2,0,Note_on_c,9,35,63,
2,0,Note_on_c,9,36,63,
2,0,Note_on_c,9,37,62,
2,0,Note_on_c,9,38,63,
2,0,Note_on_c,9,39,62,
2,0,Note_on_c,9,40,62,
2,0,Note_on_c,9,41,62,
2,0,Note_on_c,9,42,62,
2,0,Note_on_c,9,43,62,
2,0,Note_on_c,9,44,62,
2,0,Note_on_c,9,45,62,
2,0,Note_on_c,9,46,60,
2,0,Note_on_c,9,47,62,
2,0,Note_on_c,9,48,62,
2,0,Note_on_c,9,49,62,
2,0,Note_on_c,9,50,62,
2,0,Note_on_c,9,51,62,
2,0,Note_on_c,9,56,62,
2,0,Note_on_c,9,57,62,
2,0,Note_on_c,9,59,62,
2,0,Note_on_c,9,60,62,
2,0,Note_on_c,9,61,62,
2,0,Note_on_c,9,63,62,
2,0,Note_on_c,9,68,62,
2,0,Note_on_c,9,69,62,
2,0,Note_on_c,9,70,61,
2,0,Note_on_c,9,76,62,
2,0,Note_on_c,9,80,62,
2,0,Note_on_c,9,81,62,
2,0,Note_on_c,9,82,62,
2,0,Note_on_c,9,87,62,
2,0,Note_on_c,9,88,62,
2,0,Note_on_c,9,89,62,
2,0,Note_on_c,9,91,61,
2,0,Note_on_c,9,93,62,
2,1,Note_on_c,9,35,62,
2,1,Note_on_c,9,36,62,
2,1,Note_on_c,9,37,62,
2,1,Note_on_c,9,38,62,
2,1,Note_on_c,9,39,62,
2,1,Note_on_c,9,40,61,
2,1,Note_on_c,9,41,62,
2,1,Note_on_c,9,42,60,
2,1,Note_on_c,9,43,62,
2,1,Note_on_c,9,44,62,
2,1,Note_on_c,9,45,62,
2,1,Note_on_c,9,46,57,
2,1,Note_on_c,9,47,61,
2,1,Note_on_c,9,48,61,
2,1,Note_on_c,9,49,62,
2,1,Note_on_c,9,50,61,
2,1,Note_on_c,9,51,62,
2,1,Note_on_c,9,56,62,
2,1,Note_on_c,9,57,61,
2,1,Note_on_c,9,59,62,
2,1,Note_on_c,9,60,62,
2,1,Note_on_c,9,61,62,
2,1,Note_on_c,9,63,60,
2,1,Note_on_c,9,68,62,
2,1,Note_on_c,9,69,61,
2,1,Note_on_c,9,70,60,
2,1,Note_on_c,9,76,62,
2,1,Note_on_c,9,80,62,
2,1,Note_on_c,9,81,62,
2,1,Note_on_c,9,82,62,
2,1,Note_on_c,9,87,62,
2,1,Note_on_c,9,88,62,
2,1,Note_on_c,9,89,62,
2,1,Note_on_c,9,91,60,
2,1,Note_on_c,9,93,62,
2,2,Note_on_c,9,35,62,
2,2,Note_on_c,9,36,62,
2,2,Note_on_c,9,37,61,
2,2,Note_on_c,9,38,62,
2,2,Note_on_c,9,39,61,
2,2,Note_on_c,9,40,60,
2,2,Note_on_c,9,41,61,
2,2,Note_on_c,9,42,58,
2,2,Note_on_c,9,43,61,
2,2,Note_on_c,9,44,61,
2,2,Note_on_c,9,45,61,
2,2,Note_on_c,9,46,54,
2,2,Note_on_c,9,47,60,
2,2,Note_on_c,9,48,59,
2,2,Note_on_c,9,49,61,
2,2,Note_on_c,9,50,60,
2,2,Note_on_c,9,51,61,
2,2,Note_on_c,9,56,61,
2,2,Note_on_c,9,57,60,
2,2,Note_on_c,9,59,61,
2,2,Note_on_c,9,60,61,
2,2,Note_on_c,9,61,61,
2,2,Note_on_c,9,63,58,
2,2,Note_on_c,9,68,61,
2,2,Note_on_c,9,69,59,
2,2,Note_on_c,9,70,57,
2,2,Note_on_c,9,76,61,
2,2,Note_on_c,9,80,61,
2,2,Note_on_c,9,81,61,
2,2,Note_on_c,9,82,61,
2,2,Note_on_c,9,87,61,
2,2,Note_on_c,9,88,61,
2,2,Note_on_c,9,89,61,
2,2,Note_on_c,9,91,57,
2,2,Note_on_c,9,93,61,
2,3,Note_on_c,9,35,62,
2,3,Note_on_c,9,36,61,
2,3,Note_on_c,9,37,60,
2,3,Note_on_c,9,38,61,
2,3,Note_on_c,9,39,60,
2,3,Note_on_c,9,40,59,
2,3,Note_on_c,9,41,60,
2,3,Note_on_c,9,42,56,
2,3,Note_on_c,9,43,60,
2,3,Note_on_c,9,44,60,
2,3,Note_on_c,9,45,60,
2,3,Note_on_c,9,46,50,
2,3,Note_on_c,9,47,59,
2,3,Note_on_c,9,48,58,
2,3,Note_on_c,9,49,60,
2,3,Note_on_c,9,50,59,
2,3,Note_on_c,9,51,60,
2,3,Note_on_c,9,56,60,
2,3,Note_on_c,9,57,59,
2,3,Note_on_c,9,59,60,
2,3,Note_on_c,9,60,60,
2,3,Note_on_c,9,61,60,
2,3,Note_on_c,9,63,56,
2,3,Note_on_c,9,68,60,
2,3,Note_on_c,9,69,58,
2,3,Note_on_c,9,70,55,
2,3,Note_on_c,9,76,60,
2,3,Note_on_c,9,80,60,
2,3,Note_on_c,9,81,60,
2,3,Note_on_c,9,82,60,
2,3,Note_on_c,9,87,60,
2,3,Note_on_c,9,88,60,
2,3,Note_on_c,9,89,60,
2,3,Note_on_c,9,91,55,
2,3,Note_on_c,9,93,60,
2,4,Note_on_c,9,35,61,
2,4,Note_on_c,9,36,60,
2,4,Note_on_c,9,37,59,
2,4,Note_on_c,9,38,61,
2,4,Note_on_c,9,39,59,
2,4,Note_on_c,9,40,58,
2,4,Note_on_c,9,41,59,
2,4,Note_on_c,9,42,53,
2,4,Note_on_c,9,43,59,
2,4,Note_on_c,9,44,59,
2,4,Note_on_c,9,45,59,
2,4,Note_on_c,9,46,46,
2,4,Note_on_c,9,47,57,
2,4,Note_on_c,9,48,56,
2,4,Note_on_c,9,49,59,
2,4,Note_on_c,9,50,57,
2,4,Note_on_c,9,51,59,
2,4,Note_on_c,9,56,59,
2,4,Note_on_c,9,57,57,
2,4,Note_on_c,9,59,59,
