0, 0, Header, 1, 17, 120
1, 0, Start_track
1, 0, Title_t, "Wicked Game"
1, 0, Title_t, "Chris Isaak"
1, 0, Text_t, "\012"
1, 0, MIDI_port, 0
1, 0, System_exclusive, 5, 126, 127, 9, 1, 247
1, 0, MIDI_port, 0
1, 0, System_exclusive, 8, 67, 16, 76, 0, 0, 126, 0, 247
1, 0, MIDI_port, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 250000
1, 19680, Marker_t, "V1"
1, 35040, Marker_t, "C1"
1, 42720, Marker_t, "T1"
1, 46560, Marker_t, "V2"
1, 61920, Marker_t, "C3"
1, 69600, Marker_t, "T2"
1, 84960, Marker_t, "V3"
1, 108000, Marker_t, "F"
1, 108000, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "StdKit2"
2, 165, Control_c, 9, 0, 127
2, 166, Control_c, 9, 32, 0
2, 167, Program_c, 9, 1
2, 168, Control_c, 9, 7, 120
2, 168, Control_c, 9, 10, 64
2, 187, Control_c, 9, 91, 20
2, 480, Note_on_c, 9, 42, 100
2, 480, Note_on_c, 9, 36, 69
2, 495, Note_on_c, 9, 36, 0
2, 495, Note_on_c, 9, 42, 0
2, 600, Note_on_c, 9, 42, 100
2, 615, Note_on_c, 9, 42, 0
2, 720, Note_on_c, 9, 38, 90
2, 720, Note_on_c, 9, 42, 100
2, 735, Note_on_c, 9, 42, 0
2, 735, Note_on_c, 9, 38, 0
2, 840, Note_on_c, 9, 42, 100
2, 840, Note_on_c, 9, 36, 69
2, 855, Note_on_c, 9, 36, 0
2, 855, Note_on_c, 9, 42, 0
2, 960, Note_on_c, 9, 42, 100
2, 960, Note_on_c, 9, 36, 69
2, 975, Note_on_c, 9, 36, 0
2, 975, Note_on_c, 9, 42, 0
2, 1080, Note_on_c, 9, 42, 100
2, 1095, Note_on_c, 9, 42, 0
2, 1200, Note_on_c, 9, 42, 100
2, 1200, Note_on_c, 9, 38, 90
2, 1215, Note_on_c, 9, 38, 0
2, 1215, Note_on_c, 9, 42, 0
2, 1320, Note_on_c, 9, 42, 100
2, 1335, Note_on_c, 9, 42, 0
2, 1440, Note_on_c, 9, 42, 100
2, 1440, Note_on_c, 9, 36, 69
2, 1455, Note_on_c, 9, 36, 0
2, 1455, Note_on_c, 9, 42, 0
2, 1560, Note_on_c, 9, 42, 100
2, 1575, Note_on_c, 9, 42, 0
2, 1680, Note_on_c, 9, 38, 90
2, 1680, Note_on_c, 9, 42, 100
2, 1695, Note_on_c, 9, 42, 0
2, 1695, Note_on_c, 9, 38, 0
2, 1800, Note_on_c, 9, 42, 100
2, 1800, Note_on_c, 9, 36, 69
2, 1815, Note_on_c, 9, 36, 0
2, 1815, Note_on_c, 9, 42, 0
2, 1920, Note_on_c, 9, 42, 100
2, 1920, Note_on_c, 9, 36, 69
2, 1935, Note_on_c, 9, 36, 0
2, 1935, Note_on_c, 9, 42, 0
2, 2040, Note_on_c, 9, 42, 100
2, 2055, Note_on_c, 9, 42, 0
2, 2160, Note_on_c, 9, 42, 100
2, 2160, Note_on_c, 9, 38, 90
2, 2175, Note_on_c, 9, 38, 0
2, 2175, Note_on_c, 9, 42, 0
2, 2280, Note_on_c, 9, 42, 100
2, 2295, Note_on_c, 9, 42, 0
2, 2400, Note_on_c, 9, 42, 100
2, 2400, Note_on_c, 9, 36, 69
2, 2415, Note_on_c, 9, 36, 0
2, 2415, Note_on_c, 9, 42, 0
2, 2520, Note_on_c, 9, 42, 100
2, 2535, Note_on_c, 9, 42, 0
2, 2640, Note_on_c, 9, 38, 90
2, 2640, Note_on_c, 9, 42, 100
2, 2655, Note_on_c, 9, 42, 0
2, 2655, Note_on_c, 9, 38, 0
2, 2760, Note_on_c, 9, 42, 100
2, 2760, Note_on_c, 9, 36, 69
2, 2775, Note_on_c, 9, 36, 0
2, 2775, Note_on_c, 9, 42, 0
2, 2880, Note_on_c, 9, 42, 100
2, 2880, Note_on_c, 9, 36, 69
2, 2895, Note_on_c, 9, 36, 0
2, 2895, Note_on_c, 9, 42, 0
2, 3000, Note_on_c, 9, 42, 100
2, 3015, Note_on_c, 9, 42, 0
2, 3120, Note_on_c, 9, 42, 100
2, 3120, Note_on_c, 9, 38, 90
2, 3135, Note_on_c, 9, 38, 0
2, 3135, Note_on_c, 9, 42, 0
2, 3240, Note_on_c, 9, 42, 100
2, 3255, Note_on_c, 9, 42, 0
2, 3360, Note_on_c, 9, 42, 100
2, 3360, Note_on_c, 9, 36, 69
2, 3375, Note_on_c, 9, 36, 0
2, 3375, Note_on_c, 9, 42, 0
2, 3480, Note_on_c, 9, 42, 100
2, 3495, Note_on_c, 9, 42, 0
2, 3600, Note_on_c, 9, 38, 90
2, 3600, Note_on_c, 9, 42, 100
2, 3615, Note_on_c, 9, 42, 0
2, 3615, Note_on_c, 9, 38, 0
2, 3720, Note_on_c, 9, 42, 100
2, 3720, Note_on_c, 9, 36, 69
2, 3735, Note_on_c, 9, 36, 0
2, 3735, Note_on_c, 9, 42, 0
2, 3840, Note_on_c, 9, 42, 100
2, 3840, Note_on_c, 9, 36, 69
2, 3855, Note_on_c, 9, 36, 0
2, 3855, Note_on_c, 9, 42, 0
2, 3960, Note_on_c, 9, 42, 100
2, 3975, Note_on_c, 9, 42, 0
2, 4080, Note_on_c, 9, 42, 100
2, 4080, Note_on_c, 9, 38, 90
2, 4095, Note_on_c, 9, 38, 0
2, 4095, Note_on_c, 9, 42, 0
2, 4200, Note_on_c, 9, 42, 100
2, 4215, Note_on_c, 9, 42, 0
2, 4320, Note_on_c, 9, 42, 100
2, 4320, Note_on_c, 9, 36, 69
2, 4335, Note_on_c, 9, 36, 0
2, 4335, Note_on_c, 9, 42, 0
2, 4440, Note_on_c, 9, 42, 100
2, 4455, Note_on_c, 9, 42, 0
2, 4560, Note_on_c, 9, 38, 90
2, 4560, Note_on_c, 9, 42, 100
2, 4575, Note_on_c, 9, 42, 0
2, 4575, Note_on_c, 9, 38, 0
2, 4680, Note_on_c, 9, 42, 100
2, 4680, Note_on_c, 9, 36, 69
2, 4695, Note_on_c, 9, 36, 0
2, 4695, Note_on_c, 9, 42, 0
2, 4800, Note_on_c, 9, 42, 100
2, 4800, Note_on_c, 9, 36, 69
2, 4815, Note_on_c, 9, 36, 0
2, 4815, Note_on_c, 9, 42, 0
2, 4920, Note_on_c, 9, 42, 100
2, 4935, Note_on_c, 9, 42, 0
2, 5040, Note_on_c, 9, 42, 100
2, 5040, Note_on_c, 9, 38, 90
2, 5055, Note_on_c, 9, 38, 0
2, 5055, Note_on_c, 9, 42, 0
2, 5160, Note_on_c, 9, 42, 100
2, 5175, Note_on_c, 9, 42, 0
2, 5280, Note_on_c, 9, 42, 100
2, 5280, Note_on_c, 9, 36, 69
2, 5295, Note_on_c, 9, 36, 0
2, 5295, Note_on_c, 9, 42, 0
2, 5400, Note_on_c, 9, 42, 100
2, 5415, Note_on_c, 9, 42, 0
2, 5520, Note_on_c, 9, 38, 90
